provincia_nombre,provincia_id,grupo_etario_madre,anio,cantidad
Buenos Aires,6,10-14,2012,974
Buenos Aires,6,10-14,2013,992
Buenos Aires,6,10-14,2014,968
Buenos Aires,6,10-14,2015,848
Buenos Aires,6,10-14,2016,689
Buenos Aires,6,10-14,2017,666
Buenos Aires,6,10-14,2018,626
Buenos Aires,6,10-14,2019,488
Buenos Aires,6,10-14,2020,415
Buenos Aires,6,10-14,2021,314
Buenos Aires,6,10-14,2022,257
Buenos Aires,6,10-14,2023,254
Buenos Aires,6,10-14,2024,201
Buenos Aires,6,15-19,2012,42301
Buenos Aires,6,15-19,2013,42371
Buenos Aires,6,15-19,2014,42435
Buenos Aires,6,15-19,2015,38930
Buenos Aires,6,15-19,2016,34291
Buenos Aires,6,15-19,2017,31171
Buenos Aires,6,15-19,2018,28568
Buenos Aires,6,15-19,2019,23545
Buenos Aires,6,15-19,2020,19283
Buenos Aires,6,15-19,2021,15302
Buenos Aires,6,15-19,2022,14110
Buenos Aires,6,15-19,2023,13056
Buenos Aires,6,15-19,2024,11716
Buenos Aires,6,20-24,2012,68287
Buenos Aires,6,20-24,2013,69762
Buenos Aires,6,20-24,2014,72291
Buenos Aires,6,20-24,2015,70199
Buenos Aires,6,20-24,2016,66322
Buenos Aires,6,20-24,2017,63326
Buenos Aires,6,20-24,2018,60554
Buenos Aires,6,20-24,2019,53121
Buenos Aires,6,20-24,2020,46403
Buenos Aires,6,20-24,2021,39329
Buenos Aires,6,20-24,2022,36534
Buenos Aires,6,20-24,2023,34588
Buenos Aires,6,20-24,2024,32193
Buenos Aires,6,25-29,2012,60732
Buenos Aires,6,25-29,2013,63284
Buenos Aires,6,25-29,2014,66422
Buenos Aires,6,25-29,2015,65717
Buenos Aires,6,25-29,2016,64354
Buenos Aires,6,25-29,2017,63536
Buenos Aires,6,25-29,2018,61983
Buenos Aires,6,25-29,2019,56438
Buenos Aires,6,25-29,2020,50758
Buenos Aires,6,25-29,2021,46026
Buenos Aires,6,25-29,2022,42524
Buenos Aires,6,25-29,2023,38885
Buenos Aires,6,25-29,2024,36273
Buenos Aires,6,30-34,2012,57607
Buenos Aires,6,30-34,2013,58185
Buenos Aires,6,30-34,2014,58699
Buenos Aires,6,30-34,2015,56756
Buenos Aires,6,30-34,2016,55005
Buenos Aires,6,30-34,2017,54000
Buenos Aires,6,30-34,2018,53047
Buenos Aires,6,30-34,2019,49410
Buenos Aires,6,30-34,2020,46077
Buenos Aires,6,30-34,2021,43882
Buenos Aires,6,30-34,2022,40495
Buenos Aires,6,30-34,2023,36400
Buenos Aires,6,30-34,2024,33130
Buenos Aires,6,35-39,2012,32141
Buenos Aires,6,35-39,2013,33595
Buenos Aires,6,35-39,2014,35132
Buenos Aires,6,35-39,2015,36411
Buenos Aires,6,35-39,2016,35588
Buenos Aires,6,35-39,2017,35202
Buenos Aires,6,35-39,2018,34552
Buenos Aires,6,35-39,2019,32058
Buenos Aires,6,35-39,2020,29900
Buenos Aires,6,35-39,2021,28139
Buenos Aires,6,35-39,2022,26772
Buenos Aires,6,35-39,2023,24387
Buenos Aires,6,35-39,2024,22776
Buenos Aires,6,40-44,2012,8301
Buenos Aires,6,40-44,2013,8618
Buenos Aires,6,40-44,2014,8992
Buenos Aires,6,40-44,2015,9329
Buenos Aires,6,40-44,2016,9237
Buenos Aires,6,40-44,2017,9339
Buenos Aires,6,40-44,2018,9789
Buenos Aires,6,40-44,2019,9663
Buenos Aires,6,40-44,2020,9226
Buenos Aires,6,40-44,2021,8480
Buenos Aires,6,40-44,2022,8269
Buenos Aires,6,40-44,2023,7532
Buenos Aires,6,40-44,2024,6766
Buenos Aires,6,45-49,2012,465
Buenos Aires,6,45-49,2013,506
Buenos Aires,6,45-49,2014,514
Buenos Aires,6,45-49,2015,553
Buenos Aires,6,45-49,2016,578
Buenos Aires,6,45-49,2017,612
Buenos Aires,6,45-49,2018,691
Buenos Aires,6,45-49,2019,709
Buenos Aires,6,45-49,2020,673
Buenos Aires,6,45-49,2021,570
Buenos Aires,6,45-49,2022,684
Buenos Aires,6,45-49,2023,667
Buenos Aires,6,45-49,2024,687
Catamarca,10,10-14,2012,37
Catamarca,10,10-14,2013,39
Catamarca,10,10-14,2014,48
Catamarca,10,10-14,2015,42
Catamarca,10,10-14,2016,39
Catamarca,10,10-14,2017,31
Catamarca,10,10-14,2018,31
Catamarca,10,10-14,2019,15
Catamarca,10,10-14,2020,14
Catamarca,10,10-14,2021,16
Catamarca,10,10-14,2022,13
Catamarca,10,10-14,2023,15
Catamarca,10,10-14,2024,5
Catamarca,10,15-19,2012,1231
Catamarca,10,15-19,2013,1286
Catamarca,10,15-19,2014,1364
Catamarca,10,15-19,2015,1291
Catamarca,10,15-19,2016,1094
Catamarca,10,15-19,2017,1035
Catamarca,10,15-19,2018,1002
Catamarca,10,15-19,2019,757
Catamarca,10,15-19,2020,554
Catamarca,10,15-19,2021,444
Catamarca,10,15-19,2022,394
Catamarca,10,15-19,2023,327
Catamarca,10,15-19,2024,326
Catamarca,10,20-24,2012,1695
Catamarca,10,20-24,2013,1764
Catamarca,10,20-24,2014,1919
Catamarca,10,20-24,2015,1830
Catamarca,10,20-24,2016,1845
Catamarca,10,20-24,2017,1671
Catamarca,10,20-24,2018,1772
Catamarca,10,20-24,2019,1479
Catamarca,10,20-24,2020,1295
Catamarca,10,20-24,2021,1098
Catamarca,10,20-24,2022,1151
Catamarca,10,20-24,2023,969
Catamarca,10,20-24,2024,888
Catamarca,10,25-29,2012,1424
Catamarca,10,25-29,2013,1428
Catamarca,10,25-29,2014,1511
Catamarca,10,25-29,2015,1601
Catamarca,10,25-29,2016,1569
Catamarca,10,25-29,2017,1509
Catamarca,10,25-29,2018,1608
Catamarca,10,25-29,2019,1392
Catamarca,10,25-29,2020,1306
Catamarca,10,25-29,2021,1315
Catamarca,10,25-29,2022,1282
Catamarca,10,25-29,2023,1144
Catamarca,10,25-29,2024,1092
Catamarca,10,30-34,2012,1244
Catamarca,10,30-34,2013,1250
Catamarca,10,30-34,2014,1286
Catamarca,10,30-34,2015,1131
Catamarca,10,30-34,2016,1214
Catamarca,10,30-34,2017,1210
Catamarca,10,30-34,2018,1243
Catamarca,10,30-34,2019,1140
Catamarca,10,30-34,2020,1010
Catamarca,10,30-34,2021,1037
Catamarca,10,30-34,2022,1059
Catamarca,10,30-34,2023,957
Catamarca,10,30-34,2024,835
Catamarca,10,35-39,2012,611
Catamarca,10,35-39,2013,672
Catamarca,10,35-39,2014,744
Catamarca,10,35-39,2015,780
Catamarca,10,35-39,2016,743
Catamarca,10,35-39,2017,784
Catamarca,10,35-39,2018,803
Catamarca,10,35-39,2019,707
Catamarca,10,35-39,2020,668
Catamarca,10,35-39,2021,636
Catamarca,10,35-39,2022,604
Catamarca,10,35-39,2023,550
Catamarca,10,35-39,2024,479
Catamarca,10,40-44,2012,169
Catamarca,10,40-44,2013,170
Catamarca,10,40-44,2014,192
Catamarca,10,40-44,2015,177
Catamarca,10,40-44,2016,183
Catamarca,10,40-44,2017,208
Catamarca,10,40-44,2018,218
Catamarca,10,40-44,2019,204
Catamarca,10,40-44,2020,184
Catamarca,10,40-44,2021,148
Catamarca,10,40-44,2022,195
Catamarca,10,40-44,2023,168
Catamarca,10,40-44,2024,144
Catamarca,10,45-49,2012,11
Catamarca,10,45-49,2013,11
Catamarca,10,45-49,2014,7
Catamarca,10,45-49,2015,13
Catamarca,10,45-49,2016,16
Catamarca,10,45-49,2017,11
Catamarca,10,45-49,2018,15
Catamarca,10,45-49,2019,12
Catamarca,10,45-49,2020,11
Catamarca,10,45-49,2021,11
Catamarca,10,45-49,2022,9
Catamarca,10,45-49,2023,12
Catamarca,10,45-49,2024,10
Chaco,22,10-14,2012,265
Chaco,22,10-14,2013,320
Chaco,22,10-14,2014,263
Chaco,22,10-14,2015,240
Chaco,22,10-14,2016,245
Chaco,22,10-14,2017,188
Chaco,22,10-14,2018,217
Chaco,22,10-14,2019,163
Chaco,22,10-14,2020,132
Chaco,22,10-14,2021,123
Chaco,22,10-14,2022,92
Chaco,22,10-14,2023,70
Chaco,22,10-14,2024,52
Chaco,22,15-19,2012,5519
Chaco,22,15-19,2013,5225
Chaco,22,15-19,2014,5709
Chaco,22,15-19,2015,5260
Chaco,22,15-19,2016,4826
Chaco,22,15-19,2017,4478
Chaco,22,15-19,2018,4395
Chaco,22,15-19,2019,3535
Chaco,22,15-19,2020,2791
Chaco,22,15-19,2021,2528
Chaco,22,15-19,2022,2290
Chaco,22,15-19,2023,1983
Chaco,22,15-19,2024,1356
Chaco,22,20-24,2012,6114
Chaco,22,20-24,2013,6174
Chaco,22,20-24,2014,6962
Chaco,22,20-24,2015,6797
Chaco,22,20-24,2016,6284
Chaco,22,20-24,2017,6562
Chaco,22,20-24,2018,6722
Chaco,22,20-24,2019,5870
Chaco,22,20-24,2020,5027
Chaco,22,20-24,2021,4480
Chaco,22,20-24,2022,4278
Chaco,22,20-24,2023,3784
Chaco,22,20-24,2024,2834
Chaco,22,25-29,2012,4798
Chaco,22,25-29,2013,4843
Chaco,22,25-29,2014,5296
Chaco,22,25-29,2015,5262
Chaco,22,25-29,2016,5086
Chaco,22,25-29,2017,5377
Chaco,22,25-29,2018,5558
Chaco,22,25-29,2019,5295
Chaco,22,25-29,2020,4934
Chaco,22,25-29,2021,4774
Chaco,22,25-29,2022,4573
Chaco,22,25-29,2023,4190
Chaco,22,25-29,2024,3249
Chaco,22,30-34,2012,3864
Chaco,22,30-34,2013,3869
Chaco,22,30-34,2014,4207
Chaco,22,30-34,2015,3948
Chaco,22,30-34,2016,3785
Chaco,22,30-34,2017,3887
Chaco,22,30-34,2018,3980
Chaco,22,30-34,2019,3857
Chaco,22,30-34,2020,3682
Chaco,22,30-34,2021,3552
Chaco,22,30-34,2022,3594
Chaco,22,30-34,2023,3289
Chaco,22,30-34,2024,2676
Chaco,22,35-39,2012,1829
Chaco,22,35-39,2013,1893
Chaco,22,35-39,2014,2180
Chaco,22,35-39,2015,2132
Chaco,22,35-39,2016,2055
Chaco,22,35-39,2017,2310
Chaco,22,35-39,2018,2298
Chaco,22,35-39,2019,2148
Chaco,22,35-39,2020,1993
Chaco,22,35-39,2021,1909
Chaco,22,35-39,2022,1939
Chaco,22,35-39,2023,1801
Chaco,22,35-39,2024,1441
Chaco,22,40-44,2012,432
Chaco,22,40-44,2013,434
Chaco,22,40-44,2014,472
Chaco,22,40-44,2015,450
Chaco,22,40-44,2016,483
Chaco,22,40-44,2017,508
Chaco,22,40-44,2018,542
Chaco,22,40-44,2019,589
Chaco,22,40-44,2020,508
Chaco,22,40-44,2021,540
Chaco,22,40-44,2022,526
Chaco,22,40-44,2023,479
Chaco,22,40-44,2024,391
Chaco,22,45-49,2012,27
Chaco,22,45-49,2013,26
Chaco,22,45-49,2014,22
Chaco,22,45-49,2015,28
Chaco,22,45-49,2016,22
Chaco,22,45-49,2017,23
Chaco,22,45-49,2018,30
Chaco,22,45-49,2019,32
Chaco,22,45-49,2020,22
Chaco,22,45-49,2021,35
Chaco,22,45-49,2022,26
Chaco,22,45-49,2023,23
Chaco,22,45-49,2024,27
Chubut,26,10-14,2012,34
Chubut,26,10-14,2013,45
Chubut,26,10-14,2014,31
Chubut,26,10-14,2015,26
Chubut,26,10-14,2016,28
Chubut,26,10-14,2017,27
Chubut,26,10-14,2018,19
Chubut,26,10-14,2019,11
Chubut,26,10-14,2020,9
Chubut,26,10-14,2021,10
Chubut,26,10-14,2022,7
Chubut,26,10-14,2023,6
Chubut,26,10-14,2024,7
Chubut,26,15-19,2012,1293
Chubut,26,15-19,2013,1375
Chubut,26,15-19,2014,1310
Chubut,26,15-19,2015,1251
Chubut,26,15-19,2016,1096
Chubut,26,15-19,2017,957
Chubut,26,15-19,2018,798
Chubut,26,15-19,2019,688
Chubut,26,15-19,2020,533
Chubut,26,15-19,2021,427
Chubut,26,15-19,2022,380
Chubut,26,15-19,2023,310
Chubut,26,15-19,2024,297
Chubut,26,20-24,2012,2278
Chubut,26,20-24,2013,2355
Chubut,26,20-24,2014,2390
Chubut,26,20-24,2015,2286
Chubut,26,20-24,2016,2375
Chubut,26,20-24,2017,2139
Chubut,26,20-24,2018,2051
Chubut,26,20-24,2019,1783
Chubut,26,20-24,2020,1562
Chubut,26,20-24,2021,1330
Chubut,26,20-24,2022,1347
Chubut,26,20-24,2023,1101
Chubut,26,20-24,2024,1035
Chubut,26,25-29,2012,2305
Chubut,26,25-29,2013,2438
Chubut,26,25-29,2014,2416
Chubut,26,25-29,2015,2454
Chubut,26,25-29,2016,2477
Chubut,26,25-29,2017,2318
Chubut,26,25-29,2018,2178
Chubut,26,25-29,2019,2043
Chubut,26,25-29,2020,1805
Chubut,26,25-29,2021,1718
Chubut,26,25-29,2022,1596
Chubut,26,25-29,2023,1514
Chubut,26,25-29,2024,1356
Chubut,26,30-34,2012,1975
Chubut,26,30-34,2013,2164
Chubut,26,30-34,2014,2087
Chubut,26,30-34,2015,2002
Chubut,26,30-34,2016,1997
Chubut,26,30-34,2017,1993
Chubut,26,30-34,2018,1899
Chubut,26,30-34,2019,1739
Chubut,26,30-34,2020,1674
Chubut,26,30-34,2021,1532
Chubut,26,30-34,2022,1425
Chubut,26,30-34,2023,1246
Chubut,26,30-34,2024,1227
Chubut,26,35-39,2012,943
Chubut,26,35-39,2013,1124
Chubut,26,35-39,2014,1146
Chubut,26,35-39,2015,1313
Chubut,26,35-39,2016,1191
Chubut,26,35-39,2017,1184
Chubut,26,35-39,2018,1141
Chubut,26,35-39,2019,1082
Chubut,26,35-39,2020,1110
Chubut,26,35-39,2021,921
Chubut,26,35-39,2022,951
Chubut,26,35-39,2023,829
Chubut,26,35-39,2024,733
Chubut,26,40-44,2012,222
Chubut,26,40-44,2013,241
Chubut,26,40-44,2014,255
Chubut,26,40-44,2015,263
Chubut,26,40-44,2016,280
Chubut,26,40-44,2017,281
Chubut,26,40-44,2018,317
Chubut,26,40-44,2019,306
Chubut,26,40-44,2020,256
Chubut,26,40-44,2021,278
Chubut,26,40-44,2022,275
Chubut,26,40-44,2023,226
Chubut,26,40-44,2024,229
Chubut,26,45-49,2012,17
Chubut,26,45-49,2013,17
Chubut,26,45-49,2014,12
Chubut,26,45-49,2015,17
Chubut,26,45-49,2016,18
Chubut,26,45-49,2017,10
Chubut,26,45-49,2018,18
Chubut,26,45-49,2019,16
Chubut,26,45-49,2020,17
Chubut,26,45-49,2021,7
Chubut,26,45-49,2022,12
Chubut,26,45-49,2023,17
Chubut,26,45-49,2024,15
Ciudad Autónoma de Buenos Aires,2,10-14,2012,50
Ciudad Autónoma de Buenos Aires,2,10-14,2013,58
Ciudad Autónoma de Buenos Aires,2,10-14,2014,42
Ciudad Autónoma de Buenos Aires,2,10-14,2015,45
Ciudad Autónoma de Buenos Aires,2,10-14,2016,33
Ciudad Autónoma de Buenos Aires,2,10-14,2017,34
Ciudad Autónoma de Buenos Aires,2,10-14,2018,40
Ciudad Autónoma de Buenos Aires,2,10-14,2019,28
Ciudad Autónoma de Buenos Aires,2,10-14,2020,18
Ciudad Autónoma de Buenos Aires,2,10-14,2021,11
Ciudad Autónoma de Buenos Aires,2,10-14,2022,11
Ciudad Autónoma de Buenos Aires,2,10-14,2023,12
Ciudad Autónoma de Buenos Aires,2,10-14,2024,14
Ciudad Autónoma de Buenos Aires,2,15-19,2012,2436
Ciudad Autónoma de Buenos Aires,2,15-19,2013,2497
Ciudad Autónoma de Buenos Aires,2,15-19,2014,2564
Ciudad Autónoma de Buenos Aires,2,15-19,2015,2278
Ciudad Autónoma de Buenos Aires,2,15-19,2016,2003
Ciudad Autónoma de Buenos Aires,2,15-19,2017,1818
Ciudad Autónoma de Buenos Aires,2,15-19,2018,1403
Ciudad Autónoma de Buenos Aires,2,15-19,2019,1072
Ciudad Autónoma de Buenos Aires,2,15-19,2020,809
Ciudad Autónoma de Buenos Aires,2,15-19,2021,557
Ciudad Autónoma de Buenos Aires,2,15-19,2022,554
Ciudad Autónoma de Buenos Aires,2,15-19,2023,512
Ciudad Autónoma de Buenos Aires,2,15-19,2024,414
Ciudad Autónoma de Buenos Aires,2,20-24,2012,5894
Ciudad Autónoma de Buenos Aires,2,20-24,2013,6289
Ciudad Autónoma de Buenos Aires,2,20-24,2014,6144
Ciudad Autónoma de Buenos Aires,2,20-24,2015,5895
Ciudad Autónoma de Buenos Aires,2,20-24,2016,5359
Ciudad Autónoma de Buenos Aires,2,20-24,2017,4957
Ciudad Autónoma de Buenos Aires,2,20-24,2018,4635
Ciudad Autónoma de Buenos Aires,2,20-24,2019,3603
Ciudad Autónoma de Buenos Aires,2,20-24,2020,3069
Ciudad Autónoma de Buenos Aires,2,20-24,2021,2347
Ciudad Autónoma de Buenos Aires,2,20-24,2022,2209
Ciudad Autónoma de Buenos Aires,2,20-24,2023,2081
Ciudad Autónoma de Buenos Aires,2,20-24,2024,1966
Ciudad Autónoma de Buenos Aires,2,25-29,2012,8276
Ciudad Autónoma de Buenos Aires,2,25-29,2013,8805
Ciudad Autónoma de Buenos Aires,2,25-29,2014,8884
Ciudad Autónoma de Buenos Aires,2,25-29,2015,8482
Ciudad Autónoma de Buenos Aires,2,25-29,2016,8087
Ciudad Autónoma de Buenos Aires,2,25-29,2017,7461
Ciudad Autónoma de Buenos Aires,2,25-29,2018,6837
Ciudad Autónoma de Buenos Aires,2,25-29,2019,5895
Ciudad Autónoma de Buenos Aires,2,25-29,2020,4927
Ciudad Autónoma de Buenos Aires,2,25-29,2021,4218
Ciudad Autónoma de Buenos Aires,2,25-29,2022,3796
Ciudad Autónoma de Buenos Aires,2,25-29,2023,3562
Ciudad Autónoma de Buenos Aires,2,25-29,2024,3328
Ciudad Autónoma de Buenos Aires,2,30-34,2012,12611
Ciudad Autónoma de Buenos Aires,2,30-34,2013,12510
Ciudad Autónoma de Buenos Aires,2,30-34,2014,12700
Ciudad Autónoma de Buenos Aires,2,30-34,2015,12317
Ciudad Autónoma de Buenos Aires,2,30-34,2016,11654
Ciudad Autónoma de Buenos Aires,2,30-34,2017,11071
Ciudad Autónoma de Buenos Aires,2,30-34,2018,10470
Ciudad Autónoma de Buenos Aires,2,30-34,2019,9484
Ciudad Autónoma de Buenos Aires,2,30-34,2020,8393
Ciudad Autónoma de Buenos Aires,2,30-34,2021,7637
Ciudad Autónoma de Buenos Aires,2,30-34,2022,6915
Ciudad Autónoma de Buenos Aires,2,30-34,2023,6027
Ciudad Autónoma de Buenos Aires,2,30-34,2024,5379
Ciudad Autónoma de Buenos Aires,2,35-39,2012,8906
Ciudad Autónoma de Buenos Aires,2,35-39,2013,9262
Ciudad Autónoma de Buenos Aires,2,35-39,2014,9488
Ciudad Autónoma de Buenos Aires,2,35-39,2015,9614
Ciudad Autónoma de Buenos Aires,2,35-39,2016,9511
Ciudad Autónoma de Buenos Aires,2,35-39,2017,9186
Ciudad Autónoma de Buenos Aires,2,35-39,2018,8877
Ciudad Autónoma de Buenos Aires,2,35-39,2019,8118
Ciudad Autónoma de Buenos Aires,2,35-39,2020,7378
Ciudad Autónoma de Buenos Aires,2,35-39,2021,7268
Ciudad Autónoma de Buenos Aires,2,35-39,2022,6786
Ciudad Autónoma de Buenos Aires,2,35-39,2023,6112
Ciudad Autónoma de Buenos Aires,2,35-39,2024,5955
Ciudad Autónoma de Buenos Aires,2,40-44,2012,2213
Ciudad Autónoma de Buenos Aires,2,40-44,2013,2326
Ciudad Autónoma de Buenos Aires,2,40-44,2014,2417
Ciudad Autónoma de Buenos Aires,2,40-44,2015,2629
Ciudad Autónoma de Buenos Aires,2,40-44,2016,2554
Ciudad Autónoma de Buenos Aires,2,40-44,2017,2689
Ciudad Autónoma de Buenos Aires,2,40-44,2018,2743
Ciudad Autónoma de Buenos Aires,2,40-44,2019,2664
Ciudad Autónoma de Buenos Aires,2,40-44,2020,2470
Ciudad Autónoma de Buenos Aires,2,40-44,2021,2415
Ciudad Autónoma de Buenos Aires,2,40-44,2022,2343
Ciudad Autónoma de Buenos Aires,2,40-44,2023,2058
Ciudad Autónoma de Buenos Aires,2,40-44,2024,2020
Ciudad Autónoma de Buenos Aires,2,45-49,2012,172
Ciudad Autónoma de Buenos Aires,2,45-49,2013,162
Ciudad Autónoma de Buenos Aires,2,45-49,2014,219
Ciudad Autónoma de Buenos Aires,2,45-49,2015,230
Ciudad Autónoma de Buenos Aires,2,45-49,2016,285
Ciudad Autónoma de Buenos Aires,2,45-49,2017,275
Ciudad Autónoma de Buenos Aires,2,45-49,2018,302
Ciudad Autónoma de Buenos Aires,2,45-49,2019,318
Ciudad Autónoma de Buenos Aires,2,45-49,2020,320
Ciudad Autónoma de Buenos Aires,2,45-49,2021,250
Ciudad Autónoma de Buenos Aires,2,45-49,2022,359
Ciudad Autónoma de Buenos Aires,2,45-49,2023,313
Ciudad Autónoma de Buenos Aires,2,45-49,2024,339
Cordoba,NA,10-14,2012,191
Cordoba,NA,10-14,2013,186
Cordoba,NA,10-14,2014,205
Cordoba,NA,10-14,2015,184
Cordoba,NA,10-14,2016,163
Cordoba,NA,10-14,2017,136
Cordoba,NA,10-14,2018,139
Cordoba,NA,10-14,2019,110
Cordoba,NA,10-14,2020,69
Cordoba,NA,10-14,2021,72
Cordoba,NA,10-14,2022,54
Cordoba,NA,10-14,2023,53
Cordoba,NA,10-14,2024,48
Cordoba,NA,15-19,2012,8088
Cordoba,NA,15-19,2013,8207
Cordoba,NA,15-19,2014,8272
Cordoba,NA,15-19,2015,7750
Cordoba,NA,15-19,2016,7049
Cordoba,NA,15-19,2017,6506
Cordoba,NA,15-19,2018,5954
Cordoba,NA,15-19,2019,5091
Cordoba,NA,15-19,2020,4245
Cordoba,NA,15-19,2021,3550
Cordoba,NA,15-19,2022,3364
Cordoba,NA,15-19,2023,3039
Cordoba,NA,15-19,2024,2534
Cordoba,NA,20-24,2012,12990
Cordoba,NA,20-24,2013,13456
Cordoba,NA,20-24,2014,14358
Cordoba,NA,20-24,2015,13864
Cordoba,NA,20-24,2016,13149
Cordoba,NA,20-24,2017,12711
Cordoba,NA,20-24,2018,12367
Cordoba,NA,20-24,2019,11303
Cordoba,NA,20-24,2020,9994
Cordoba,NA,20-24,2021,9308
Cordoba,NA,20-24,2022,8476
Cordoba,NA,20-24,2023,8275
Cordoba,NA,20-24,2024,7252
Cordoba,NA,25-29,2012,13377
Cordoba,NA,25-29,2013,13338
Cordoba,NA,25-29,2014,14154
Cordoba,NA,25-29,2015,13824
Cordoba,NA,25-29,2016,13631
Cordoba,NA,25-29,2017,13387
Cordoba,NA,25-29,2018,13319
Cordoba,NA,25-29,2019,12414
Cordoba,NA,25-29,2020,11340
Cordoba,NA,25-29,2021,10850
Cordoba,NA,25-29,2022,10302
Cordoba,NA,25-29,2023,9395
Cordoba,NA,25-29,2024,8333
Cordoba,NA,30-34,2012,13374
Cordoba,NA,30-34,2013,13685
Cordoba,NA,30-34,2014,13702
Cordoba,NA,30-34,2015,13350
Cordoba,NA,30-34,2016,12805
Cordoba,NA,30-34,2017,12648
Cordoba,NA,30-34,2018,12251
Cordoba,NA,30-34,2019,11725
Cordoba,NA,30-34,2020,10916
Cordoba,NA,30-34,2021,10613
Cordoba,NA,30-34,2022,9948
Cordoba,NA,30-34,2023,9023
Cordoba,NA,30-34,2024,8012
Cordoba,NA,35-39,2012,6959
Cordoba,NA,35-39,2013,7266
Cordoba,NA,35-39,2014,7751
Cordoba,NA,35-39,2015,8066
Cordoba,NA,35-39,2016,8029
Cordoba,NA,35-39,2017,8275
Cordoba,NA,35-39,2018,7806
Cordoba,NA,35-39,2019,7602
Cordoba,NA,35-39,2020,7027
Cordoba,NA,35-39,2021,6987
Cordoba,NA,35-39,2022,6397
Cordoba,NA,35-39,2023,5702
Cordoba,NA,35-39,2024,5053
Cordoba,NA,40-44,2012,1562
Cordoba,NA,40-44,2013,1563
Cordoba,NA,40-44,2014,1687
Cordoba,NA,40-44,2015,1824
Cordoba,NA,40-44,2016,1831
Cordoba,NA,40-44,2017,1904
Cordoba,NA,40-44,2018,1940
Cordoba,NA,40-44,2019,2014
Cordoba,NA,40-44,2020,1979
Cordoba,NA,40-44,2021,2028
Cordoba,NA,40-44,2022,1803
Cordoba,NA,40-44,2023,1674
Cordoba,NA,40-44,2024,1470
Cordoba,NA,45-49,2012,78
Cordoba,NA,45-49,2013,64
Cordoba,NA,45-49,2014,93
Cordoba,NA,45-49,2015,101
Cordoba,NA,45-49,2016,97
Cordoba,NA,45-49,2017,108
Cordoba,NA,45-49,2018,141
Cordoba,NA,45-49,2019,129
Cordoba,NA,45-49,2020,121
Cordoba,NA,45-49,2021,135
Cordoba,NA,45-49,2022,142
Cordoba,NA,45-49,2023,148
Cordoba,NA,45-49,2024,136
Corrientes,18,10-14,2012,154
Corrientes,18,10-14,2013,180
Corrientes,18,10-14,2014,167
Corrientes,18,10-14,2015,145
Corrientes,18,10-14,2016,117
Corrientes,18,10-14,2017,126
Corrientes,18,10-14,2018,134
Corrientes,18,10-14,2019,95
Corrientes,18,10-14,2020,70
Corrientes,18,10-14,2021,59
Corrientes,18,10-14,2022,52
Corrientes,18,10-14,2023,62
Corrientes,18,10-14,2024,33
Corrientes,18,15-19,2012,3979
Corrientes,18,15-19,2013,4034
Corrientes,18,15-19,2014,4206
Corrientes,18,15-19,2015,3887
Corrientes,18,15-19,2016,3654
Corrientes,18,15-19,2017,3473
Corrientes,18,15-19,2018,3352
Corrientes,18,15-19,2019,2856
Corrientes,18,15-19,2020,2264
Corrientes,18,15-19,2021,1998
Corrientes,18,15-19,2022,1821
Corrientes,18,15-19,2023,1591
Corrientes,18,15-19,2024,1376
Corrientes,18,20-24,2012,5228
Corrientes,18,20-24,2013,5258
Corrientes,18,20-24,2014,5786
Corrientes,18,20-24,2015,5583
Corrientes,18,20-24,2016,5461
Corrientes,18,20-24,2017,5337
Corrientes,18,20-24,2018,5485
Corrientes,18,20-24,2019,4795
Corrientes,18,20-24,2020,4380
Corrientes,18,20-24,2021,4046
Corrientes,18,20-24,2022,3627
Corrientes,18,20-24,2023,3538
Corrientes,18,20-24,2024,3109
Corrientes,18,25-29,2012,4374
Corrientes,18,25-29,2013,4223
Corrientes,18,25-29,2014,4706
Corrientes,18,25-29,2015,4481
Corrientes,18,25-29,2016,4624
Corrientes,18,25-29,2017,4707
Corrientes,18,25-29,2018,4774
Corrientes,18,25-29,2019,4410
Corrientes,18,25-29,2020,4298
Corrientes,18,25-29,2021,4008
Corrientes,18,25-29,2022,3770
Corrientes,18,25-29,2023,3671
Corrientes,18,25-29,2024,3182
Corrientes,18,30-34,2012,3535
Corrientes,18,30-34,2013,3556
Corrientes,18,30-34,2014,3616
Corrientes,18,30-34,2015,3452
Corrientes,18,30-34,2016,3333
Corrientes,18,30-34,2017,3510
Corrientes,18,30-34,2018,3492
Corrientes,18,30-34,2019,3243
Corrientes,18,30-34,2020,3340
Corrientes,18,30-34,2021,3275
Corrientes,18,30-34,2022,3204
Corrientes,18,30-34,2023,3042
Corrientes,18,30-34,2024,2591
Corrientes,18,35-39,2012,1818
Corrientes,18,35-39,2013,1775
Corrientes,18,35-39,2014,2086
Corrientes,18,35-39,2015,2093
Corrientes,18,35-39,2016,2007
Corrientes,18,35-39,2017,2091
Corrientes,18,35-39,2018,2020
Corrientes,18,35-39,2019,1980
Corrientes,18,35-39,2020,1927
Corrientes,18,35-39,2021,1845
Corrientes,18,35-39,2022,1753
Corrientes,18,35-39,2023,1621
Corrientes,18,35-39,2024,1407
Corrientes,18,40-44,2012,519
Corrientes,18,40-44,2013,490
Corrientes,18,40-44,2014,483
Corrientes,18,40-44,2015,462
Corrientes,18,40-44,2016,549
Corrientes,18,40-44,2017,548
Corrientes,18,40-44,2018,497
