provincia_nombre,provincia_id,grupo_etario_madre,anio,cantidad
San Luis,74,20-24,2013,2101
San Luis,74,20-24,2014,2077
San Luis,74,20-24,2015,2093
San Luis,74,20-24,2016,1946
San Luis,74,20-24,2017,1854
San Luis,74,20-24,2018,1791
San Luis,74,20-24,2019,1639
San Luis,74,20-24,2020,1515
San Luis,74,20-24,2021,1419
San Luis,74,20-24,2022,1330
San Luis,74,20-24,2023,1142
San Luis,74,20-24,2024,1038
San Luis,74,25-29,2012,1840
San Luis,74,25-29,2013,1783
San Luis,74,25-29,2014,1860
San Luis,74,25-29,2015,1892
San Luis,74,25-29,2016,1820
San Luis,74,25-29,2017,1788
San Luis,74,25-29,2018,1779
San Luis,74,25-29,2019,1694
San Luis,74,25-29,2020,1619
San Luis,74,25-29,2021,1582
San Luis,74,25-29,2022,1486
San Luis,74,25-29,2023,1388
San Luis,74,25-29,2024,1245
San Luis,74,30-34,2012,1544
San Luis,74,30-34,2013,1561
San Luis,74,30-34,2014,1567
San Luis,74,30-34,2015,1551
San Luis,74,30-34,2016,1486
San Luis,74,30-34,2017,1421
San Luis,74,30-34,2018,1434
San Luis,74,30-34,2019,1409
San Luis,74,30-34,2020,1320
San Luis,74,30-34,2021,1291
San Luis,74,30-34,2022,1242
San Luis,74,30-34,2023,1144
San Luis,74,30-34,2024,942
San Luis,74,35-39,2012,776
San Luis,74,35-39,2013,829
San Luis,74,35-39,2014,910
San Luis,74,35-39,2015,923
San Luis,74,35-39,2016,910
San Luis,74,35-39,2017,916
San Luis,74,35-39,2018,862
San Luis,74,35-39,2019,845
San Luis,74,35-39,2020,819
San Luis,74,35-39,2021,728
San Luis,74,35-39,2022,702
San Luis,74,35-39,2023,627
San Luis,74,35-39,2024,596
San Luis,74,40-44,2012,194
San Luis,74,40-44,2013,191
San Luis,74,40-44,2014,222
San Luis,74,40-44,2015,232
San Luis,74,40-44,2016,220
San Luis,74,40-44,2017,249
San Luis,74,40-44,2018,252
San Luis,74,40-44,2019,251
San Luis,74,40-44,2020,246
San Luis,74,40-44,2021,245
San Luis,74,40-44,2022,216
San Luis,74,40-44,2023,207
San Luis,74,40-44,2024,165
San Luis,74,45-49,2012,7
San Luis,74,45-49,2013,15
San Luis,74,45-49,2014,14
San Luis,74,45-49,2015,16
San Luis,74,45-49,2016,12
San Luis,74,45-49,2017,24
San Luis,74,45-49,2018,20
San Luis,74,45-49,2019,12
San Luis,74,45-49,2020,11
San Luis,74,45-49,2021,14
San Luis,74,45-49,2022,16
San Luis,74,45-49,2023,16
San Luis,74,45-49,2024,15
Santa Cruz,78,10-14,2012,24
Santa Cruz,78,10-14,2013,31
Santa Cruz,78,10-14,2014,25
Santa Cruz,78,10-14,2015,21
Santa Cruz,78,10-14,2016,21
Santa Cruz,78,10-14,2017,22
Santa Cruz,78,10-14,2018,11
Santa Cruz,78,10-14,2019,12
Santa Cruz,78,10-14,2020,7
Santa Cruz,78,10-14,2021,2
Santa Cruz,78,10-14,2022,9
Santa Cruz,78,10-14,2023,2
Santa Cruz,78,10-14,2024,0
Santa Cruz,78,15-19,2012,803
Santa Cruz,78,15-19,2013,863
Santa Cruz,78,15-19,2014,803
Santa Cruz,78,15-19,2015,841
Santa Cruz,78,15-19,2016,752
Santa Cruz,78,15-19,2017,664
Santa Cruz,78,15-19,2018,518
Santa Cruz,78,15-19,2019,456
Santa Cruz,78,15-19,2020,348
Santa Cruz,78,15-19,2021,279
Santa Cruz,78,15-19,2022,279
Santa Cruz,78,15-19,2023,243
Santa Cruz,78,15-19,2024,184
Santa Cruz,78,20-24,2012,1573
Santa Cruz,78,20-24,2013,1546
Santa Cruz,78,20-24,2014,1618
Santa Cruz,78,20-24,2015,1664
Santa Cruz,78,20-24,2016,1577
Santa Cruz,78,20-24,2017,1450
Santa Cruz,78,20-24,2018,1261
Santa Cruz,78,20-24,2019,1119
Santa Cruz,78,20-24,2020,1025
Santa Cruz,78,20-24,2021,789
Santa Cruz,78,20-24,2022,804
Santa Cruz,78,20-24,2023,730
Santa Cruz,78,20-24,2024,612
Santa Cruz,78,25-29,2012,1457
Santa Cruz,78,25-29,2013,1515
Santa Cruz,78,25-29,2014,1563
Santa Cruz,78,25-29,2015,1677
Santa Cruz,78,25-29,2016,1640
Santa Cruz,78,25-29,2017,1533
Santa Cruz,78,25-29,2018,1396
Santa Cruz,78,25-29,2019,1273
Santa Cruz,78,25-29,2020,1206
Santa Cruz,78,25-29,2021,897
Santa Cruz,78,25-29,2022,984
Santa Cruz,78,25-29,2023,849
Santa Cruz,78,25-29,2024,778
Santa Cruz,78,30-34,2012,1174
Santa Cruz,78,30-34,2013,1197
Santa Cruz,78,30-34,2014,1252
Santa Cruz,78,30-34,2015,1211
Santa Cruz,78,30-34,2016,1256
Santa Cruz,78,30-34,2017,1148
Santa Cruz,78,30-34,2018,1086
Santa Cruz,78,30-34,2019,1037
Santa Cruz,78,30-34,2020,970
Santa Cruz,78,30-34,2021,804
Santa Cruz,78,30-34,2022,869
Santa Cruz,78,30-34,2023,712
Santa Cruz,78,30-34,2024,628
Santa Cruz,78,35-39,2012,569
Santa Cruz,78,35-39,2013,588
Santa Cruz,78,35-39,2014,665
Santa Cruz,78,35-39,2015,665
Santa Cruz,78,35-39,2016,722
Santa Cruz,78,35-39,2017,720
Santa Cruz,78,35-39,2018,624
Santa Cruz,78,35-39,2019,594
Santa Cruz,78,35-39,2020,495
Santa Cruz,78,35-39,2021,497
Santa Cruz,78,35-39,2022,492
Santa Cruz,78,35-39,2023,430
Santa Cruz,78,35-39,2024,336
Santa Cruz,78,40-44,2012,139
Santa Cruz,78,40-44,2013,129
Santa Cruz,78,40-44,2014,134
Santa Cruz,78,40-44,2015,168
Santa Cruz,78,40-44,2016,158
Santa Cruz,78,40-44,2017,166
Santa Cruz,78,40-44,2018,135
Santa Cruz,78,40-44,2019,166
Santa Cruz,78,40-44,2020,167
Santa Cruz,78,40-44,2021,146
Santa Cruz,78,40-44,2022,120
Santa Cruz,78,40-44,2023,129
Santa Cruz,78,40-44,2024,100
Santa Cruz,78,45-49,2012,2
Santa Cruz,78,45-49,2013,5
Santa Cruz,78,45-49,2014,15
Santa Cruz,78,45-49,2015,14
Santa Cruz,78,45-49,2016,4
Santa Cruz,78,45-49,2017,7
Santa Cruz,78,45-49,2018,7
Santa Cruz,78,45-49,2019,10
Santa Cruz,78,45-49,2020,9
Santa Cruz,78,45-49,2021,3
Santa Cruz,78,45-49,2022,12
Santa Cruz,78,45-49,2023,12
Santa Cruz,78,45-49,2024,11
Santa Fe,82,10-14,2012,326
Santa Fe,82,10-14,2013,289
Santa Fe,82,10-14,2014,307
Santa Fe,82,10-14,2015,278
Santa Fe,82,10-14,2016,240
Santa Fe,82,10-14,2017,256
Santa Fe,82,10-14,2018,163
Santa Fe,82,10-14,2019,139
Santa Fe,82,10-14,2020,95
Santa Fe,82,10-14,2021,119
Santa Fe,82,10-14,2022,97
Santa Fe,82,10-14,2023,74
Santa Fe,82,10-14,2024,69
Santa Fe,82,15-19,2012,8659
Santa Fe,82,15-19,2013,8726
Santa Fe,82,15-19,2014,8867
Santa Fe,82,15-19,2015,8467
Santa Fe,82,15-19,2016,7440
Santa Fe,82,15-19,2017,6727
Santa Fe,82,15-19,2018,6169
Santa Fe,82,15-19,2019,5019
Santa Fe,82,15-19,2020,4172
Santa Fe,82,15-19,2021,3858
Santa Fe,82,15-19,2022,3836
Santa Fe,82,15-19,2023,3350
Santa Fe,82,15-19,2024,2745
Santa Fe,82,20-24,2012,12466
Santa Fe,82,20-24,2013,13200
Santa Fe,82,20-24,2014,13584
Santa Fe,82,20-24,2015,13371
Santa Fe,82,20-24,2016,12807
Santa Fe,82,20-24,2017,11904
Santa Fe,82,20-24,2018,11323
Santa Fe,82,20-24,2019,10157
Santa Fe,82,20-24,2020,8919
Santa Fe,82,20-24,2021,8861
Santa Fe,82,20-24,2022,8599
Santa Fe,82,20-24,2023,8155
Santa Fe,82,20-24,2024,6852
Santa Fe,82,25-29,2012,12053
Santa Fe,82,25-29,2013,12479
Santa Fe,82,25-29,2014,12874
Santa Fe,82,25-29,2015,12603
Santa Fe,82,25-29,2016,12428
Santa Fe,82,25-29,2017,12412
Santa Fe,82,25-29,2018,11784
Santa Fe,82,25-29,2019,10874
Santa Fe,82,25-29,2020,10121
Santa Fe,82,25-29,2021,10202
Santa Fe,82,25-29,2022,9635
Santa Fe,82,25-29,2023,8644
Santa Fe,82,25-29,2024,7677
Santa Fe,82,30-34,2012,12526
Santa Fe,82,30-34,2013,12611
Santa Fe,82,30-34,2014,12874
Santa Fe,82,30-34,2015,12481
Santa Fe,82,30-34,2016,12074
Santa Fe,82,30-34,2017,11644
Santa Fe,82,30-34,2018,11431
Santa Fe,82,30-34,2019,10774
Santa Fe,82,30-34,2020,9820
Santa Fe,82,30-34,2021,10123
Santa Fe,82,30-34,2022,9502
Santa Fe,82,30-34,2023,8472
Santa Fe,82,30-34,2024,7627
Santa Fe,82,35-39,2012,6202
Santa Fe,82,35-39,2013,6876
Santa Fe,82,35-39,2014,7496
Santa Fe,82,35-39,2015,7808
Santa Fe,82,35-39,2016,7683
Santa Fe,82,35-39,2017,7716
Santa Fe,82,35-39,2018,7783
Santa Fe,82,35-39,2019,7118
Santa Fe,82,35-39,2020,6717
Santa Fe,82,35-39,2021,6766
Santa Fe,82,35-39,2022,6377
Santa Fe,82,35-39,2023,5799
Santa Fe,82,35-39,2024,5385
Santa Fe,82,40-44,2012,1341
Santa Fe,82,40-44,2013,1347
Santa Fe,82,40-44,2014,1589
Santa Fe,82,40-44,2015,1644
Santa Fe,82,40-44,2016,1600
Santa Fe,82,40-44,2017,1782
Santa Fe,82,40-44,2018,1835
Santa Fe,82,40-44,2019,1861
Santa Fe,82,40-44,2020,1872
Santa Fe,82,40-44,2021,2004
Santa Fe,82,40-44,2022,1815
Santa Fe,82,40-44,2023,1664
Santa Fe,82,40-44,2024,1592
Santa Fe,82,45-49,2012,75
Santa Fe,82,45-49,2013,85
Santa Fe,82,45-49,2014,89
Santa Fe,82,45-49,2015,102
Santa Fe,82,45-49,2016,96
Santa Fe,82,45-49,2017,126
Santa Fe,82,45-49,2018,140
Santa Fe,82,45-49,2019,140
Santa Fe,82,45-49,2020,157
Santa Fe,82,45-49,2021,125
Santa Fe,82,45-49,2022,159
Santa Fe,82,45-49,2023,142
Santa Fe,82,45-49,2024,145
Santiago del Estero,86,10-14,2012,161
Santiago del Estero,86,10-14,2013,134
Santiago del Estero,86,10-14,2014,138
Santiago del Estero,86,10-14,2015,127
Santiago del Estero,86,10-14,2016,101
Santiago del Estero,86,10-14,2017,127
Santiago del Estero,86,10-14,2018,96
Santiago del Estero,86,10-14,2019,92
Santiago del Estero,86,10-14,2020,47
Santiago del Estero,86,10-14,2021,61
Santiago del Estero,86,10-14,2022,53
Santiago del Estero,86,10-14,2023,41
Santiago del Estero,86,10-14,2024,34
Santiago del Estero,86,15-19,2012,4036
Santiago del Estero,86,15-19,2013,3973
Santiago del Estero,86,15-19,2014,4103
Santiago del Estero,86,15-19,2015,3953
Santiago del Estero,86,15-19,2016,3523
Santiago del Estero,86,15-19,2017,3442
Santiago del Estero,86,15-19,2018,3244
Santiago del Estero,86,15-19,2019,2854
Santiago del Estero,86,15-19,2020,2155
Santiago del Estero,86,15-19,2021,1807
Santiago del Estero,86,15-19,2022,1623
Santiago del Estero,86,15-19,2023,1556
Santiago del Estero,86,15-19,2024,1353
Santiago del Estero,86,20-24,2012,4884
Santiago del Estero,86,20-24,2013,4873
Santiago del Estero,86,20-24,2014,5412
Santiago del Estero,86,20-24,2015,5209
Santiago del Estero,86,20-24,2016,5035
Santiago del Estero,86,20-24,2017,5138
Santiago del Estero,86,20-24,2018,5248
Santiago del Estero,86,20-24,2019,4842
Santiago del Estero,86,20-24,2020,4042
Santiago del Estero,86,20-24,2021,3826
Santiago del Estero,86,20-24,2022,3690
Santiago del Estero,86,20-24,2023,3481
Santiago del Estero,86,20-24,2024,2930
Santiago del Estero,86,25-29,2012,3946
Santiago del Estero,86,25-29,2013,3906
Santiago del Estero,86,25-29,2014,4368
Santiago del Estero,86,25-29,2015,4176
Santiago del Estero,86,25-29,2016,4160
Santiago del Estero,86,25-29,2017,4220
Santiago del Estero,86,25-29,2018,4367
Santiago del Estero,86,25-29,2019,4254
Santiago del Estero,86,25-29,2020,4034
Santiago del Estero,86,25-29,2021,3786
Santiago del Estero,86,25-29,2022,3873
Santiago del Estero,86,25-29,2023,3574
Santiago del Estero,86,25-29,2024,3252
Santiago del Estero,86,30-34,2012,3298
Santiago del Estero,86,30-34,2013,3249
Santiago del Estero,86,30-34,2014,3456
Santiago del Estero,86,30-34,2015,3248
Santiago del Estero,86,30-34,2016,3167
Santiago del Estero,86,30-34,2017,3203
Santiago del Estero,86,30-34,2018,3210
Santiago del Estero,86,30-34,2019,3118
Santiago del Estero,86,30-34,2020,2895
Santiago del Estero,86,30-34,2021,2966
Santiago del Estero,86,30-34,2022,2969
Santiago del Estero,86,30-34,2023,2681
Santiago del Estero,86,30-34,2024,2484
Santiago del Estero,86,35-39,2012,1749
Santiago del Estero,86,35-39,2013,1709
Santiago del Estero,86,35-39,2014,1961
Santiago del Estero,86,35-39,2015,1976
Santiago del Estero,86,35-39,2016,1898
Santiago del Estero,86,35-39,2017,1871
Santiago del Estero,86,35-39,2018,2011
Santiago del Estero,86,35-39,2019,1972
Santiago del Estero,86,35-39,2020,1709
Santiago del Estero,86,35-39,2021,1775
Santiago del Estero,86,35-39,2022,1712
Santiago del Estero,86,35-39,2023,1476
Santiago del Estero,86,35-39,2024,1357
Santiago del Estero,86,40-44,2012,392
Santiago del Estero,86,40-44,2013,415
Santiago del Estero,86,40-44,2014,488
Santiago del Estero,86,40-44,2015,474
Santiago del Estero,86,40-44,2016,446
Santiago del Estero,86,40-44,2017,516
Santiago del Estero,86,40-44,2018,566
Santiago del Estero,86,40-44,2019,527
Santiago del Estero,86,40-44,2020,544
Santiago del Estero,86,40-44,2021,482
Santiago del Estero,86,40-44,2022,511
Santiago del Estero,86,40-44,2023,478
Santiago del Estero,86,40-44,2024,389
Santiago del Estero,86,45-49,2012,18
Santiago del Estero,86,45-49,2013,18
Santiago del Estero,86,45-49,2014,22
Santiago del Estero,86,45-49,2015,23
Santiago del Estero,86,45-49,2016,20
Santiago del Estero,86,45-49,2017,21
Santiago del Estero,86,45-49,2018,20
Santiago del Estero,86,45-49,2019,26
Santiago del Estero,86,45-49,2020,17
Santiago del Estero,86,45-49,2021,29
Santiago del Estero,86,45-49,2022,21
Santiago del Estero,86,45-49,2023,35
Santiago del Estero,86,45-49,2024,33
Tucuman,NA,10-14,2012,141
Tucuman,NA,10-14,2013,137
Tucuman,NA,10-14,2014,152
Tucuman,NA,10-14,2015,162
Tucuman,NA,10-14,2016,126
Tucuman,NA,10-14,2017,124
Tucuman,NA,10-14,2018,90
Tucuman,NA,10-14,2019,68
Tucuman,NA,10-14,2020,50
Tucuman,NA,10-14,2021,50
Tucuman,NA,10-14,2022,33
Tucuman,NA,10-14,2023,42
Tucuman,NA,10-14,2024,25
Tucuman,NA,15-19,2012,5107
Tucuman,NA,15-19,2013,5289
Tucuman,NA,15-19,2014,5528
Tucuman,NA,15-19,2015,5003
Tucuman,NA,15-19,2016,4419
Tucuman,NA,15-19,2017,4111
Tucuman,NA,15-19,2018,4046
Tucuman,NA,15-19,2019,3058
Tucuman,NA,15-19,2020,2269
Tucuman,NA,15-19,2021,1813
Tucuman,NA,15-19,2022,1706
Tucuman,NA,15-19,2023,1550
Tucuman,NA,15-19,2024,1235
Tucuman,NA,20-24,2012,7130
Tucuman,NA,20-24,2013,7338
Tucuman,NA,20-24,2014,8071
Tucuman,NA,20-24,2015,7623
Tucuman,NA,20-24,2016,7410
Tucuman,NA,20-24,2017,6989
Tucuman,NA,20-24,2018,7259
Tucuman,NA,20-24,2019,6226
Tucuman,NA,20-24,2020,5406
Tucuman,NA,20-24,2021,5115
Tucuman,NA,20-24,2022,4727
Tucuman,NA,20-24,2023,4304
Tucuman,NA,20-24,2024,3760
Tucuman,NA,25-29,2012,6469
Tucuman,NA,25-29,2013,6595
Tucuman,NA,25-29,2014,6969
Tucuman,NA,25-29,2015,6508
Tucuman,NA,25-29,2016,6336
Tucuman,NA,25-29,2017,6227
Tucuman,NA,25-29,2018,6454
Tucuman,NA,25-29,2019,6201
Tucuman,NA,25-29,2020,5678
Tucuman,NA,25-29,2021,5786
Tucuman,NA,25-29,2022,5557
Tucuman,NA,25-29,2023,4897
Tucuman,NA,25-29,2024,4254
Tucuman,NA,30-34,2012,6109
Tucuman,NA,30-34,2013,5934
Tucuman,NA,30-34,2014,5969
Tucuman,NA,30-34,2015,5616
Tucuman,NA,30-34,2016,5306
Tucuman,NA,30-34,2017,5201
Tucuman,NA,30-34,2018,5270
Tucuman,NA,30-34,2019,5020
Tucuman,NA,30-34,2020,4639
Tucuman,NA,30-34,2021,4654
Tucuman,NA,30-34,2022,4510
Tucuman,NA,30-34,2023,3962
Tucuman,NA,30-34,2024,3581
Tucuman,NA,35-39,2012,3041
Tucuman,NA,35-39,2013,3311
Tucuman,NA,35-39,2014,3437
Tucuman,NA,35-39,2015,3547
Tucuman,NA,35-39,2016,3324
Tucuman,NA,35-39,2017,3382
Tucuman,NA,35-39,2018,3322
Tucuman,NA,35-39,2019,3148
Tucuman,NA,35-39,2020,2785
Tucuman,NA,35-39,2021,2896
Tucuman,NA,35-39,2022,2639
Tucuman,NA,35-39,2023,2347
Tucuman,NA,35-39,2024,2189
Tucuman,NA,40-44,2012,714
Tucuman,NA,40-44,2013,731
Tucuman,NA,40-44,2014,725
Tucuman,NA,40-44,2015,811
Tucuman,NA,40-44,2016,835
Tucuman,NA,40-44,2017,773
Tucuman,NA,40-44,2018,892
Tucuman,NA,40-44,2019,847
Tucuman,NA,40-44,2020,855
Tucuman,NA,40-44,2021,839
Tucuman,NA,40-44,2022,807
Tucuman,NA,40-44,2023,718
Tucuman,NA,40-44,2024,576
Tucuman,NA,45-49,2012,46
Tucuman,NA,45-49,2013,57
Tucuman,NA,45-49,2014,41
Tucuman,NA,45-49,2015,36
Tucuman,NA,45-49,2016,39
Tucuman,NA,45-49,2017,52
Tucuman,NA,45-49,2018,46
Tucuman,NA,45-49,2019,48
Tucuman,NA,45-49,2020,41
Tucuman,NA,45-49,2021,41
Tucuman,NA,45-49,2022,51
Tucuman,NA,45-49,2023,35
Tucuman,NA,45-49,2024,41
Tierra del Fuego,94,10-14,2012,7
Tierra del Fuego,94,10-14,2013,8
Tierra del Fuego,94,10-14,2014,15
Tierra del Fuego,94,10-14,2015,4
Tierra del Fuego,94,10-14,2016,5
Tierra del Fuego,94,10-14,2017,2
Tierra del Fuego,94,10-14,2018,5
Tierra del Fuego,94,10-14,2019,1
Tierra del Fuego,94,10-14,2020,2
Tierra del Fuego,94,10-14,2021,0
Tierra del Fuego,94,10-14,2022,1
Tierra del Fuego,94,10-14,2023,2
Tierra del Fuego,94,10-14,2024,0
Tierra del Fuego,94,15-19,2012,369
Tierra del Fuego,94,15-19,2013,308
Tierra del Fuego,94,15-19,2014,353
Tierra del Fuego,94,15-19,2015,293
Tierra del Fuego,94,15-19,2016,275
Tierra del Fuego,94,15-19,2017,230
Tierra del Fuego,94,15-19,2018,210
Tierra del Fuego,94,15-19,2019,152
Tierra del Fuego,94,15-19,2020,109
Tierra del Fuego,94,15-19,2021,72
Tierra del Fuego,94,15-19,2022,75
Tierra del Fuego,94,15-19,2023,64
Tierra del Fuego,94,15-19,2024,49
Tierra del Fuego,94,20-24,2012,700
Tierra del Fuego,94,20-24,2013,693
Tierra del Fuego,94,20-24,2014,721
Tierra del Fuego,94,20-24,2015,655
Tierra del Fuego,94,20-24,2016,676
Tierra del Fuego,94,20-24,2017,635
Tierra del Fuego,94,20-24,2018,586
Tierra del Fuego,94,20-24,2019,466
Tierra del Fuego,94,20-24,2020,359
Tierra del Fuego,94,20-24,2021,260
Tierra del Fuego,94,20-24,2022,242
Tierra del Fuego,94,20-24,2023,255
Tierra del Fuego,94,20-24,2024,232
Tierra del Fuego,94,25-29,2012,696
Tierra del Fuego,94,25-29,2013,761
Tierra del Fuego,94,25-29,2014,815
Tierra del Fuego,94,25-29,2015,786
Tierra del Fuego,94,25-29,2016,787
Tierra del Fuego,94,25-29,2017,723
Tierra del Fuego,94,25-29,2018,740
Tierra del Fuego,94,25-29,2019,669
Tierra del Fuego,94,25-29,2020,506
Tierra del Fuego,94,25-29,2021,455
Tierra del Fuego,94,25-29,2022,401
Tierra del Fuego,94,25-29,2023,366
Tierra del Fuego,94,25-29,2024,340
Tierra del Fuego,94,30-34,2012,577
Tierra del Fuego,94,30-34,2013,640
Tierra del Fuego,94,30-34,2014,644
Tierra del Fuego,94,30-34,2015,715
Tierra del Fuego,94,30-34,2016,651
Tierra del Fuego,94,30-34,2017,632
Tierra del Fuego,94,30-34,2018,634
Tierra del Fuego,94,30-34,2019,612
Tierra del Fuego,94,30-34,2020,532
Tierra del Fuego,94,30-34,2021,501
Tierra del Fuego,94,30-34,2022,441
Tierra del Fuego,94,30-34,2023,390
Tierra del Fuego,94,30-34,2024,326
Tierra del Fuego,94,35-39,2012,282
Tierra del Fuego,94,35-39,2013,322
Tierra del Fuego,94,35-39,2014,355
Tierra del Fuego,94,35-39,2015,369
Tierra del Fuego,94,35-39,2016,368
Tierra del Fuego,94,35-39,2017,345
Tierra del Fuego,94,35-39,2018,360
Tierra del Fuego,94,35-39,2019,349
Tierra del Fuego,94,35-39,2020,288
Tierra del Fuego,94,35-39,2021,308
Tierra del Fuego,94,35-39,2022,289
Tierra del Fuego,94,35-39,2023,250
Tierra del Fuego,94,35-39,2024,248
Tierra del Fuego,94,40-44,2012,72
Tierra del Fuego,94,40-44,2013,85
Tierra del Fuego,94,40-44,2014,73
Tierra del Fuego,94,40-44,2015,105
Tierra del Fuego,94,40-44,2016,89
Tierra del Fuego,94,40-44,2017,79
Tierra del Fuego,94,40-44,2018,119
Tierra del Fuego,94,40-44,2019,87
Tierra del Fuego,94,40-44,2020,89
Tierra del Fuego,94,40-44,2021,74
Tierra del Fuego,94,40-44,2022,69
Tierra del Fuego,94,40-44,2023,74
Tierra del Fuego,94,40-44,2024,60
Tierra del Fuego,94,45-49,2012,1
Tierra del Fuego,94,45-49,2013,4
Tierra del Fuego,94,45-49,2014,4
Tierra del Fuego,94,45-49,2015,2
Tierra del Fuego,94,45-49,2016,2
Tierra del Fuego,94,45-49,2017,6
Tierra del Fuego,94,45-49,2018,11
Tierra del Fuego,94,45-49,2019,4
Tierra del Fuego,94,45-49,2020,2
Tierra del Fuego,94,45-49,2021,2
Tierra del Fuego,94,45-49,2022,3
Tierra del Fuego,94,45-49,2023,10
Tierra del Fuego,94,45-49,2024,4
